isbn;title;author
0553482122;The Amazing Jessica (Sweet Valley Kids, 60);Molly Mia Stewart
0380716984;Amelia Bedelia's Family Album;Peggy Parish
0590136011;Twits;Roald Dahl
0590426931;Bxc Woodshed Mystery;Gertrude Cha Warner
0590426818;Caboose Mystery (Boxcar Children (Paperback));Gertrude Chandler Warner
0590426869;Mike's Mystery;Gertrude Cha Warner
0590426850;Bxc Blue Bay Mystery;Gertrude Cha Warner
0590426877;Mystery Ranch (The Boxcar Children, Book 4);Gertrude Warner
0590426885;The Yellow House Mystery (The Boxcar Children, #3);Gertrude Chandler Warner
0590426796;Lighthouse Mystery;Gertrude C Warner
0380732726;Ramona's World (Ramona Series);Beverly Cleary
0380709562;Ramona Quimby, Age 8 (Avon Camelot Books (Paperback));Beverly Cleary
0380709600;Ramona Forever (Ramona Quimby (Paperback));Beverly Cleary
038070952X;Ramona and Her Mother (Ramona Quimby (Paperback));Beverly Cleary
0380709236;Emily's Runaway Imagination (Cleary Reissue);Beverly Cleary
0671955128;TRIPLE HAOX   ND (Nancy Drew (Paperback));Carolyn Keene
0743437616;The Crook Who Took the Book;Carolyn Keene
0743437675;The Sand Castle Mystery (Nancy Drew Notebooks No. 49);Carolyn Keene
0671001205;The WILD CAT CRIME NANCY DREW DIGEST 141;Carolyn Keene
0743406648;Flower Power (Nancy Drew Notebooks No. 41);Carolyn Keene
0743437470;The Crazy Carnival Case (Nancy Drew Notebooks No. 48);Carolyn Keene
8420616168;LA Comunicacion No Verbal;Flora Davis
8432213616;El beso de la mujer araÃ±a (Nueva narrativa hispÃ¡nica);Manuel Puig
8472238350;Te Llamare Viernes (Fabula);Almudena Grandes
8466303626;La inteligencia emocional de los niÃ±os;Lawrence E. Shapiro
0440158613;Moving Finger;Agatha Christie
0061052493;Waking Beauty;Paul Witcover
0142000396;The Last Manly Man (Robin Hudson Mysteries (Paperback));Sparkle Hayter
0679730346;London Fields (Vintage International);MARTIN AMIS
0684815028;MAN IN THE QUEUE;Josephine Tey
0312204264;Mr. White's Confession : A Novel;Robert Clark
0312984863;The Impostor : The Liar's Club (Liars Club);Celeste Bradley
0373261136;Fifth Rapunzel;B. M. Gill
0517573199;A Well-Timed Enchantment;Vivian Vande Velde
0060275103;Ella Enchanted (Newbery Honor Book);Gail Carson Levine
0679752455;The Fan Man (Vintage Contemporaries);WILLIAM KOTZWINKLE
0525947345;A Friend of the Family;Lisa Jewell
006001203X;Dr. Atkins' New Diet Revolution;Robert C. Atkins
0375713344;Geek Love;Katherine Dunn
0805060227;Eating Naked;Stephen Dobyns
848450767X;Una Rosa Para Emily y Miss Zil;William Faulkner
0890878897;Tap Dancing in Zen;Geri Larkin
0091834171;The infernal;Kim Wilkins
0451174291;Howards End;E. M. Forster
3596200261;Fischer TaschenbÃ?Â¼cher, Bd.26, SchÃ?Â¶ne neue Welt;Aldous Huxley
3518366467;Wunschloses UnglÃ?Â¼ck.;Peter Handke
3129044019;Rosina: Erzahlung;Walter Kappacher
3404146298;Der Weihnachtshund.;Daniel Glattauer
0140293450;About a Boy;Nick Hornby
1891480030;The Ushers;Edward Lee
055311073X;Follow the Stars Home;Luanne Rice
037540256X;A Patchwork Planet;Anne Tyler
0440207622;Daddy;DANIELLE STEEL
0671004654;OFF THE FACE OF THE EARTH;Aljean Harmetz
034543630X;Simon's Family;Marianne Fredriksson
0671759329;Darkest Hour (Cutler);V.C. Andrews
0399142495;Small Town Girl;LaVyrle Spencer
0385306059;Wings;DANIELLE STEEL
0843951044;To Wake the Dead;Richard Laymon
0743253973;A Separate Peace;John Knowles
1930603401;"Fondue (Quick &amp; Easy Series)";Marlisa Szwillus
0971614504;Shade of the Maple;Kirk Martin
006000780X;Boy Still Missing : A Novel;John Searles
0450057062;Night Show;Richard Laymon
0747247838;All Hallow's Eve;Richard Laymon
0972930949;The Fear Within;Nicole Thomas
0843951842;Endless Night;Richard Laymon
0843953837;The Wind Caller;P. D. Cacek
042519549X;Isle of Palms: A Lowcountry Tale (2004);Dorothea Benton Frank
1400042070;The Amateur Marriage: A Novel;ANNE TYLER
067084327X;Grace Point;Anne D. Leclaire
0425193942;Sullivan's Island: A Lowcountry Tale;Dorothea Benton Frank
0375506039;Open House;Elizabeth Berg
0345435028;What We Keep;Elizabeth Berg
0345453816;Killjoy;Julie Garwood
0345464958;The Last Girls (Ballantine Reader's Circle);LEE SMITH
0743412753;No Way Out;Andrea Kane
0553583956;Safe Harbor;Luanne Rice
0446612804;Don't Tell;Karen Rose
0618109617;The Mystery of Breathing;Perri Klass
1401300316;The Center of Everything;Laura Moriarty
1889186287;"Quest for Sex, Truth &amp; Reality";Edward Lee
1881475735;Operator B;Edward Lee
0972085920;Rage;Steve Gerlach
1889186228;"Sex, Drugs &amp; Power Tools";Edward Lee
1892950103;Off Season : The Unexpurgated Signed Limited Edition;Jack Ketchum
0671729411;Flowers In The Attic (Dollanganger);V.C. Andrews
950028359X;Mi Planta de Naranja-Lima;Jose Vasconcelos
043912042X;Esperanza Rising;Pam Munoz Ryan
9722100262;Memorial Do Convento;Jose Saramago
0060177225;Dangerous to Know;Barbara Taylor Bradford
8408028472;Pequenas Infamias: Premio Planeta 1998 (Autores Espanoles E Iberoamericanos);Carmen Posadas
8484034097;Alicia En El Pais De Las Maravillas, Fantasmagoria, Y Un Cuento Enredado / Alice In Wonderland, Phantasmagoria, And, A Tangled Tale (Clasicos Seleccion);Lewis Carroll
9505112033;62 Modelo Para Armar;Julio Cortazar
8484501876;Pequenos Altares;Rebecca Wells
8432038598;La vida es sueÃ±o: Drama y auto sacramental (ClÃ¡sicos universales planeta);Pedro CalderÃ³n de la Barca
9875500534;Bodas de Sangre;Federico Garcia Lorca
8445071955;El Herrero De Wooton Major;J. R. R. Tolkien
8423329860;Beatriz y Los Cuerpos Celestes: Una Novela Rosa (Coleccion Ancora y Delfin);Lucia Etxebarria
8466304630;Rayuela;Julio Cortazar
9875500046;Divina Comedia, La;Dante Alighieri
8420613126;El Extranjero;Albert Camus
8423915379;Tres Sombreros De Copa;Miguel Mihura
8437601002;Pic-Nic-El Triciclo el Laberinto;Fernando Arrabal
9875500526;Dona Rosita La Soltera;Federico Garcia Lorca
8434410990;Etica para Amador (Ariel);Fernando Savater
8449500516;Macbeth - Hamlet;William Shakespeare
0425128458;Sullivan's Sting;Lawrence Sanders
0553568701;Bad Love (Alex Delaware Novels (Paperback));Jonathan Kellerman
1569471231;The Handmaid of Desire;John L'Heureux
1889199036;Styles by Maggie Sweet;Judith Minthorn Stacy
0345442938;My Only Story;Monica Wood
0531058379;Afternoon of the Elves;Janet Taylor Lisle
0425129616;The Mysterious Affair at Styles;Agatha Christie
1856352498;The Story of Irish Emigration (Compact Irish history);Frank D'Arcy
0688162827;Tell Me Your Dreams;Sidney Sheldon
0060083948;Tishomingo Blues;Elmore Leonard
0679892206;Secret Ingredient (Stepping Stone,  paper);G. E. Stanley
1590521439;A Steadfast Surrender;Nancy Moser
158660970X;Hidden Things: Where the Past Meets the Present--Head On;Andrea Boeshaar
0152024999;Ginger Pye;Eleanor Estes
0849942845;The Note - A Novel -;Angela Elwell Hunt
840149950X;Los Pilares de la Tierra;Ken Follett
158567074X;Frida;Barbara Mujica
2070360024;L'Etranger (Collection Folio, 2);Albert Camus
0451184025;Dark Cathedral (Creed S.);Freda Warrington
8427016883;En Busca De Tutankamon;Christian Jacq
8440697414;Secretos de La Diosa, Los;Brenda Gates
8440666845;Circulos de Piedra, Los;Joan Dahr Lambert
0553213695;The Metamorphosis (Bantam Classics);FRANZ KAFKA
0140089373;Fools Crow (Contemporary American Fiction);James Welch
0140291946;House of the Winds (Penguin Readers Guide Inside);Mia Yun
0921149611;Folk and Fairy Tales;Martin Hallett
0460873598;Alice's Adventures in Wonderland and Through the Looking Glass (Everyman Paperback Classics);Lewis Carroll
0889223394;Modern Canadian Plays (Modern Canadian Plays);Jerry Wasserman
0138199051;Social Inequality in Canada Patterns Problems Policies;Curtis
0771021461;"Health, Illness &amp; Medicine (Oxford)";Clarke
0446344109;Name of the Rose;Umberto Eco
074320395X;The Body Artist : A Novel;Don DeLillo
0452008999;The Master and Margarita;M. Bulgakov
0316788228;The Pilot's Wife;Anita Shreve
0415902029;Erotic Welfare: Sexual Theory and Politics in the Age of Epidemic (Thinking Gender);Linda Singer
0920057861;Radical Papers;Dimitrios Roussopoulos
0774803436;Cross-Cultural Caring: A Handbook for Health Professionals in Western Canada;Nancy Waxler-Morrison
1550170732;Power to Us All: Consititution or Social Contract;George Woodcock
013116757X;Canadian Society: A Macro Analysis;Harry H. Hiller
0176035400;Work, Industry, and Canadian Society;H. Krahn
0192815326;Frankenstein: Or, the Modern Prometheus (World's Classics);Mary Wollstonecraft Shelley
0948984031;Scum Manifesto;Valerie Solanas
014002476X;The Unicorn;Iris Murdoch
155861009X;The End of This Day's Business;Katharine Burdekin
0671740288;LOONY BIN TRIP;Kate Millett
0951426133;Free;M. Gilliland
0704339838;Never the same again: Women and the miners' strike, 1984-85;Jean Stead
0375421815;The Crazed: A Novel;HA JIN
0451519841;1984;George Orwell
0889222371;Cambodia: A Book for People Who Find Television Too Slow;Brian Fawcett
006091307X;The Crying of Lot 49: A Novel (Perennial Fiction Library);Thomas Pynchon
0140067779;Obasan;Joy Kogawa
0553211714;Anna Karenina;Leo Tolstoy
0440160677;Other Side of Midnight;Sidney Sheldon
0451158962;The Miracle;Irving Wallace
0061095869;Her Own Rules;Barbara Taylor Bradford
0345345738;Women in His Life;Barbara Taylor Bradford
1859671438;Tinwork (New Crafts);Marion Elliot
0870407570;Paper Magic: Pop-Up Paper Craft;Masahiro Chatani
0441172717;Dune (Remembering Tomorrow);Frank Herbert
8466303316;La fiesta del chivo;Mario Vargas Llosa
0751510785;Next to a Letter from Home: Major Glenn Miller's Wartime Band;Geoffrey Butcher
0375803483;Count Karlstein;Philip Pullman
0060956453;Ordinary Resurrections: Children in the Years of Hope;Jonathan Kozol
0971400415;Love Thy Sister;Maria Grazia Swan
0374266441;Smilla's Sense of Snow;Peter Hoeg
0452283876;Himalayan Dhaba;Craig Joseph Danner
0375506292;The Seal Wife : A Novel;KATHRYN HARRISON
0553156691;Taking Charge (Sweet Valley Twins, No 26);Francine Pascal
0553156810;Teamwork (Sweet Valley Twins, No 27);Francine Pascal
0553156950;JESSICA AND THE BRAT ATTACK (Sweet Valley Twins, No 29);FRANCINE PASCAL
0553157159;Princess Elizabeth (Sweet Valley Twins, No 30);Francine Pascal
0553156888;APRIL FOOL! (Sweet Valley Twins, No 28);FRANCINE PASCAL
0553156357;JUMPING TO CONCLUSIONS (Sweet Valley Twins, No 24);FRANCINE PASCAL
0553156535;Standing Out (72);Francine Pascal
0553157272;JESSICA'S BAD IDEA (Sweet Valley Twins, No 31);FRANCINE PASCAL
0553156241;Claim to Fame (Sweet Valley Twins, No 23);Francine Pascal
0553156284;OUT OF PLACE (Sweet Valley Twins, No 22);FRANCINE PASCAL
0553156098;Left Behind (Sweet Valley Twins, 21);Francine Pascal
0553157078;The Big Camp Secret (Sweet Valley Twins, No 3/Super Edition);Jamie Suzanne
0553156411;Holiday Mischief (Sweet Valley Twins Super (Paperback));Francine Pascal
0553155881;Class Trip (Sweet Valley Twins Super Edition, No 1);Francine Pascal
0553156063;Playing Hooky (Sweet Valley Twins, No 20);Francine Pascal
0553156632;Tug of War (Sweet Valley Twins, No 14);Jamie Suzanne
0553484346;Elizabeth Solves It All (Sweet Valley Twins, 103);Jamie Suzanne
0060961023;Taming Your Gremlin: A Guide to Enjoying Yourself;Richard David Carson
0385134444;Farm Journal's Freezing and Canning Cookbook: Prized Recipes from the Farms of America;Nell Nichols
0446342963;Dreamer's Dictionary;Tom Corbett
0023672609;Descartes : Discourse On Method and the Meditations;Laurence J. Lafleur
1567615325;The Complete Idiot's Guide to the Perfect Wedding (Serial);Teddy Lenderman
0451410327;Shetland Summer;Janet Lynnford
0553569902;Lion's Bride;IRIS JOHANSEN
0553574116;Wicked Widow;Amanda Quick
3442413508;Auf Ehre und Gewissen. Roman.;Elizabeth George
0385479484;The Short History of a Prince: A Novel;Jane Hamilton
3257234015;Zwei Fremde im Zug. Roman.;Patricia Highsmith
0030914566;Soldier;Anthony B Herbert
0425185796;The Crossword Connection;Nero Blanc
087923573X;Swallows and Amazons (Godine Storyteller);Arthur Ransome
1573223328;Across the Nightingale Floor (Tales of the Otori, Book One);Lian Hearn
0399142614;The List;Steven Paul Martini
0375703128;The Road to Mars;Eric Idle
0553232320;Road to Gandolfo;Robert Ludlum
0440318688;Deliverance;JAMES DICKEY
0345314980;Berlin Game;Len Deighton
3455042457;Das serbische MÃ¤dchen: ErzÃ¤hlungen;Siegfried Lenz
0380811812;Aftermath : A Novel of Suspense;Peter Robinson
0452267110;Praisesong for the Widow (Plume Contemporary Fiction);Paule Marshall
0451187261;Matters of Choice;Noah Gordon
0425068293;Savannah;Eugenia Price
0553295233;Bright Captivity (Georgia Trilogy, Book 1);Eugenia Price
0743246071;The Queen's Fool : A Novel;Philippa Gregory
0743417682;From a Buick 8;Stephen King
0385507593;Jennifer Government : A Novel;Max Barry
0345441036;Black House;Stephen King
0345366700;Tanar of Pellucidar (Pellucidar, No 3);Edgar Burroughs
0441470017;Land of Terror;Edgar Rice Burroughs
0441046371;Back to Stone Age;Edgar Rice Burroughs
0553575708;The Edge of Human (Blade Runner, Book 2);K. W. Jeter
0812542843;Angel;Garry D. Kilworth
0553281747;Mona Lisa Overdrive (Bantam Spectra Book);William Gibson
1572971967;Fierce Creatures: A Novel;Iain Johnstone
1565049314;Child of the Light (Child of the Light);Janet Berliner
006109398X;The Treasure Box;Orson Scott Card
156947012X;The Liar;Stephen Fry
0312867549;1921 : The Great Novel of the Irish Civil War (Irish Century);Morgan Llywelyn
157322202X;The Dream of Scipio;Iain Pears
0879516283;The Gormenghast Novels: Titus Groan, Gormenghast, Titus Alone;Mervyn Peake
0812571339;Crossroads of Twilight (Wheel of Time, Book 10);Robert Jordan
037541200X;Blood Canticle (The Vampire Chronicles);ANNE RICE
0380732033;Night Lives On;Walter J. Lord
0553278274;A Night to Remember;WALTER LORD
0553571885;"A Thin Dark Line (Mysteries &amp; Horror)";TAMI HOAG
014034294X;Matilda;Roald Dahl
192883244X;Man, Woman, and the Meaning of Love: God's Plan for Love, Marriage, Intimacy, and the Family;Dietrich Von Hildebrand
0934641641;How to Rock Climb! (How to Rock Climb);John Long
1851820442;Navarre Bible: Acts of the Apostles (Navarre Bible: New Testament);Faculty of Theology of the University of
0446671444;What Your Doctor May Not Tell You About Menopause: The Breakthrough Book on Natural Progesterone;John R. Lee
0440717949;Dear Mr Henshaw;Beverly Cleary
0140502343;Story of Ferdinand (Picture Puffin);Munro Leaf
0590478346;Sounder;William Armstrong
0440474655;Sadako and the Thousand Paper Cranes;Eleanor Coerr
0806968532;Secret Hiding Places: (For Clever Kids);Mark Shulman
0385318413;What Your Kindergartner Needs to Know: Preparing Your Child for a Lifetime of Learning (Core Knowledge Series);E. D. Hirsch
1569873291;Who's a Goblin?;Dandi Daley Mackall
1569870381;The Christmas Cookies;Andy Rector
030701035X;Cinderella;Little Golden Books Staff
0439327660;School's In!;Debbie Dadey
1885221665;If You Wear Out Your Body, Where Will You Live?: The Little Book of Nourishment for Your Body, Mind, and Soul;Barb Schwarz
006441082X;When Good Ghouls Go Bad;R.L. Stine
0590189344;Lost in Space, Digest;Catherine Clark
1561791334;Adventures In Odyssey Fiction Series #4: Behind The Locked Door;Paul McCusker
0553225413;House of Danger;Raymond A. Montgomery
0451188586;The Illustrated Sports Record Book;Zander Hollander
1561568805; Tales of Terror and Suspense;Allen Edgar
043921064X;Don't Get Caught In the Girls Locker Room;Todd Strasser
0717289079;Disney's Tarzan (Disney's Wonderful World of Reading);Owned by Edgar Rice Burroughs
0842341137;McGee and Me: Take Me Out of the Ball Game (Focus on the Family);Bill Myers
0439057469;Home Run Heroes: Mark McGwire and Sammy Sosa;Joseph Layden
0590425587;Drina Dances on Stage (Drina, No 4);Jean Estoril
0440402921;Travelers by Night;Vivien Alcock
0316142336;At the Plate with...Ken Griffey Jr. (Matt Christopher Sports Biographies);Matt Christopher
0310202639;Baseball 2;Mark Littleton
0310495512;Baseball (Sports Heroes);Mark R. Littleton
1889733008;The Butterfly That Found Her Way Home (La Mariposa Que Encontro El Carmino a Cosa): A Story of Forgiveness (Un Cuento de Perdon);Susan A. Brindle
0440406943;D'Aulaires Book of Greek Myths;INGRI D'AULAIRE
1856975770;The Kingfisher First Dictionary;Angela Crawley
1568222033;Big Book of Everything: Preschool;Kathy Douglas
9531530319;"Gdje pijevac ne pjeva (Biblioteka \Zlatni paun\"")""";Ivan Aralica
8631301663;Martin protiv CIA-e i KGB-a (Hit junior);Dubravko Jelacic Buzimski
1567186483;Origins of Modern Witchcraft: The Evolution of a World Religion;Aoumiel
0738841943;BLACK MOON;S. J. Gaither
0806512687;The Candle Magick Workbook (Library of the Mystic Arts);Kala Pajeon
0875420486;Practical Candleburning Rituals: Spells and Rituals for Every Purpose (Llewellyn's Practical Magick Series);Raymond Buckland
0385333137;Black and Blue (Oprah's Book Club);ANNA QUINDLEN
034538430X;TickTock;Dean R. Koontz
0553576801;The Perfect Husband;LISA GARDNER
1551668637;New Attitude;Charlotte Hughes
0060169281;Soul Mates: Honoring the Mysteries of Love and Relationship;Thomas Moore
1551666952;The Falls;Karen Harper
0553285785;Public Secrets;Nora Roberts
0373484410;Time And Again;Nora Roberts
0064405877;Am I Blue? : Coming Out from the Silence;Marion Dane Bauer
0060009640;Crush Depth;Joe Buff
0060182970;Coldheart Canyon: A Hollywood Ghost Story;Clive Barker
0399144897;The White House Connection;Jack Higgins
0061031089;Running Scared;Elizabeth Lowell
0312890273;Ancient of Days;Michael Bishop
0446608378;Thunderhead;Douglas Preston
0449001962;Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.);Margaret Truman
074321269X;The Jasmine Trade : A Novel of Suspense Introducing Eve Diamond;Denise Hamilton
0385323921;The Klone and I: A High-Tech Love Story;Danielle Steel
1551668440;Snowfall;Sharon Sala
0446518700;The Heart: A Memoir;Lance Morrow
0451201906;Storm;Boris Starling
0812555058;Frost of Heaven;Junius Podrug
0441005543;The Night Watch;Sean Stewart
0312956681;Rulers of Darkness (Rulers of Darkness);Steven Spruill
0373262736;Fowl Play (Wwl Mystery , No 273);Patricia Tichenor Westfall
155166836X;Last Lover;Laura Van Wormer
0451193288;Reckless Endangerment;Robert K. Tanenbaum
0553578022;The Face of Deception;Iris Johansen
0449219364;G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback));Sue Grafton
1842328506;The Widow;Nicolas Freeling
0446516279;Dreamfall;Joan D. Vinge
0380775832;Winter Fire;Elizabeth Lowell
0440215900;Walking After Midnight;KAREN ROBARDS
0380818760;Beautiful Dreamer;Elizabeth Lowell
0446361836;Forever, Victoria;Dorothy Garlock
0517549069;Mistrals Daughter;Judith Krantz
1567187277;Murder at Witches Bluff: A Novel of Suspense and Magick;Silver Ravenwolf
0373272359;Texas Hero  (Code Name:  Danger) (Silhouette Intimate Moments, 1165);Merline Lovelace
0446605883;With Song;Dorothy Garlock
1567181562;The Celtic Heart;Kathryn Marie Cocquyt
0140187405;Tortilla Flat (Penguin Twentieth-Century Classics);John Steinbeck
0893753971;Great Tales of Terror (A Watermill Classic);Edgar Allan Poe
1853260584;Return of Sherlock Holmes (Wordsworth Classics);A. C. Doyle
0590434985;Jacob Have I Loved;Katherine Paterson
0671739670;LIFE, THE UNIVERSE AND EVERYTHING (Hitchhiker's Trilogy (Paperback));Douglas Adams
0843953101;You Are SO Cursed!;Naomi Nash
0345308484;What Every Woman Should Know About Men;Joyce Brothers
0393307069;Post Captain (Aubrey-Maturin (Paperback));Patrick O'Brian
0380789140;Prisoner of Conscience;Susan R. Matthews
0451453824;Tactics of Duty (Battletech, No 19);William H. Keith
0440186927;There Is a Tide;Agatha Christie
0679783261;Pride and Prejudice (Modern Library Classics);Jane Austen
0375806717;Black Stallion;Walter Farley
0515137057;Clean Cut;Theresa Monsour
0743227441;The Other Boleyn Girl;Philippa Gregory
0670877999;Slow Burn;Victor Kelleher
0312986289;Blackwater Sound (A Thorn Mystery);James W. Hall
0812570901;The Fifth Horseman : A Novel of Biological Disaster (Zammit);Richard Sherbaniuk
0671024108;Speaking in Tongues;Jeffery Deaver
0345433491;Hanna's Daughters (Ballantine Reader's Circle);Marianne Fredriksson
0671793888;Cowboys Are My Weakness;Pam Houston
0679769447;What Girls Learn;Karin Cook
0671535455;HOOPI SHOOPI DONNA;Suzanne Strempek Shea
1558743316;A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper));Jack Canfield
0345381432;Dreaming in Cuban;CRISTINA GARCIA
089919513X;Olive and the Magic Hat;Eileen Christelow
043919105X;Paste Makes Waste (Powerpuff Girls (Unnumbered).);Laura Dower
0553375067;Emotional Intelligence : Why It Can Matter More Than IQ;Daniel Goleman
0671452177;WLD ACCORDNG GARP;John Irving
0451143426;One Flew Over the Cuckoo's Nest;Ken Kesey
0553275976;The Bonfire of the Vanities;Tom Wolfe
0553122509;All Creatures Great and Small;James Herriot
0140092323;Lake Wobegon days;Garrison Keillor
0441779131;The Stainless Steel Rat Saves the World (Stainless Steel Rat Books (Paperback));Harry Harrison
0345387813;Power Play;Anne McCaffrey
1562927736;The Adventures of Mighty Mom;Gwendolyn Mitchell Diaz
0553293885;A Great Day for the Deadly;Jane Haddam
0671795171;Passing Fancy (Alien Nation, Book 6);David Spencer
0449702472;The Truth Trap;Frances Miller
0553564404;Finnegan's Week;Joseph Wambaugh
0441873308;Warlock Unlocked;Christopher Stasheff
0812512421;Lion in the Valley;Elizabeth Peters
0553209833;The Lost Jewels of Nabooti;R. A. Montgomery
0553562398;Rest in Pieces (Mrs. Murphy Mysteries (Paperback));RITA MAE BROWN
0553287532;Wish You Were Here (Mrs. Murphy Mysteries (Paperback));RITA MAE BROWN
0312979509;Spider's Web;Agatha Christie
0060199296;Today I Am a Ma'Am: And Other Musings on Life, Beauty, and Growing Older;Valerie Harper
1885365012;Dancing With Tigers;Janet E. Lapp
0931580781;Life 101: Everything We Wish We Had Learned About Life in School--But Didn't (The Life 101 Series);Peter McWilliams
0440214602;Crossing Antarctica;Will Steger
0425191583;Imitation in Death (Eve Dallas Mysteries (Paperback));J. D. Robb
0061097942;Our Looks, Our Lives: Sex, Beauty, Power, and the Need to Be Seen;Nancy Friday
0449207145;My Name Is Asher Lev;Chaim Potok
0380704900;Nighty-Nightmare;James Howe
0553278363;The Red Pony;John Steinbeck
0684717603;The GREAT GATSBY (Scribner Classic);F. Scott Fritzgerald
0671666401;Surrender the Pink;Carrie Fisher
0671434225;CONTACT;Carl Sagan
0609609491;The One Minute Millionaire: The Enlightened Way to Wealth;MARK VICTOR HANSEN
3453136411;Das Urteil.;John Grisham
0671742949;UNDER SIEGE;Stephen Coonts
0553582127;The Search;Iris Johansen
0425169685;Flight of Eagles;Jack Higgins
0425132625;Sky Masters;Dale Brown
0440225817;Acts of Malice;Perri O'Shaughnessy
0312982615;Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel);Robert Ludlum
0743456394;The White Road;John Connolly
0312270712;Dispensing with the Truth : The Victims, the Drug Companies, and the Dramatic Story Behind the Battle over Fen-Phen;Alicia Mundy
0060163283;Bones: A Forensic Detective's Casebook;Douglas H. Ubelaker
0061091847;Mafia Dynasty: The Rise and Fall of the Gambino Crime Family;John H. Davis
0553578308;Tough Cookie;Diane Mott Davidson
0393300498;As We Are Now;May Sarton
0553578359;Chopping Spree;Diane Mott Davidson
0671529986;MOTHER : MOTHER;Claudia O'Keefe
1594570841;MacFarlane's Ridge;Patricia Deane Wigington
1853260061;Portrait of the Artist As a Young Man (Wordsworth Classics);James Joyce
0440901588;A Swiftly Tilting Planet;Madeleine L'Engle
0425146421;The Wizard's Daughter;Barbara Michaels
1551666235;Wild Enough For Willa (Mira);Ann Major
0553281143;The Obnoxious Jerks;Stephen Manes
068419337X;SHIPPING NEWS;Annie Proulx
0345305779;Get Off the Unicorn;Anne McCaffrey
0684827123;The SONG OF THE DODO: ISLAND BIOGEOGRAPHY IN AN AGE OF EXTINCTIONS;David Quammen
0380792028;Glorious Angel;Johanna Lindsey
0821770195;Charming Lily (Zebra Books);Fern Michaels
0517593343;Spring Collection;Judith Krantz
0969522908;The Canadian achievers: How they did it, how you can do it, why you should do it;Dick Drew
0842357424;Land of the Shadow (Appomattox Saga #04);Gilbert Morris
051513225X;Pendragon;Catherine Coulter
0886773490;The Star Scroll (Dragon Prince, Book 2);Melanie Rawn
0515129933;The Scottish Bride (Bride Trilogy (Paperback));Catherine Coulter
051512088X;Rosehaven;Catherine Coulter
0345387805;Power Lines;Anne McCaffrey
0345316002;Killashandra;Anne McCaffrey
0441003583;The Godmother's Apprentice;Elizabeth Ann Scarborough
0441005195;Jovah's Angel (Samaria Trilogy, Book 2);Sharon Shinn
0441004326;Archangel (Samaria Trilogy, Book 1);Sharon Shinn
0441005055;The Alleluia Files (Ace Science Fiction);Sharon Shinn
0590034871;Girls Know Best;Michelle Roehm
0425179648;Marrying the Mistress;Joanna Trollope
9070066882;Het volgende verhaal;Cees Nooteboom
0553262807;Always Coming Home;Ursula K. Le Guin
0679420916;Operating Instructions: A Journal of My Son's First Year;Anne Lamott
0895948028;Old Age Is Another Country: A Traveler's Guide;Page Smith
0446515612;The American Vegetarian Cookbook from the Fit for LifeKitchen;Marilyn Diamond
1569247137;Three Trapped Tigers;G. Cabrera Infante
0671657860;Many Lives, Many Masters;Brian L. Weiss
0515103292;When Rabbit Howls;Truddi Chase
0060956283;Good/Grief;Josh Koppel
3596142172;Body and Soul.;Frank Conroy
3404142942;Das Jesus Video.;Andreas Eschbach
3453160789;Aurora.;Robert Harris
3453162358;Der Erleuchtete.;Sean Russell
3257230044;Der Spion und der Analytiker.;Liaty Pisani
354824971X;Harte Nuss.;Diane Mott Davidson
345315178X;Nimitz Class.;Patrick Robinson
3442727103;Die Versuchung in der WÃ?Â¼ste.;Jim Crace
344272144X;Inspektor Kajetan und die Sache Koslowski.;Robert HÃ?Â¼ltner
3596147832;Das Haus der Harmonie.;Barbara Wood
3404139968;Von Zeit zu Zeit. Die Vergangenheit ist nur einen Schritt entfernt.;Jack Finney
3453196643;Inseln im Netz.;Bruce Sterling
3442351472;Seidentanz.;Federica de Cesco
3442435285;Feuerfrau.;Federica de Cesco
3442431379;Silbermuschel.;Federica de Cesco
3404143485;Die Versuchung.;David Baldacci
3596223946;Sommerhaus, spÃ¤ter: ErzÃ¤hlungen (Collection S. Fischer);Judith Hermann
3547717655;WÃ?Â¼stenmond.;Federica de Cesco
3446200487;Baudolino.;Umberto Eco
3446201882;Die Stadt der wilden GÃ?Â¶tter;Isabel Allende
0759901260;Cowboy in My Pocket;Kate Douglas
0679764003;Happy Death;ALBERT CAMUS
0812550609;Arrows of the Sun;Judith Tarr
1560760516;Firstborn (Dragonlance Elven Nations, Vol 1);Paul B. Thompson
156076113X;The Kinslayer Wars (Dragonlance Elven Nations, vol.2);Douglas Niles
0345422406;Merrick (Vampire/Witches Chronicles);Anne Rice
0312194560;Girl Walking Backwards;Bett Williams
0553570951;Dawn Rochelle, Four Novels: Six Months to Live/ I Want to Live/ So Much to Live For/ No Time to Cry;Lurlene McDaniel
0451121082;You Only Live Twice;Ian Fleming
0140345353;The Devil's Arithmetic;Jane Yolen
0671644475;The Conquest;Jude Deveraux
0373122659;The Honeymoon Contract  (The Kings Of Australia) (Harlequin Presents, 2265);Emma Darcy
037329221X;A Perilous Attraction (Harlequin Historical, No. 621);Patricia Frances Rowell
0373259891;Just Kiss Me (Harlequin Temptation, 889);Kathleen O'Reilly
